title,authors,doi,venue,source,year,is_top_venue
Brain ageing in schizophrenia: evidence from 26 international cohorts via the ENIGMA Schizophrenia consortium,"['Constantinos Constantinides', 'Laura K. M. Han', 'Clara Alloza', 'Linda A. Antonucci', 'Celso Arango', 'Rosa Ayesa‐Arriola', 'Nerisa Banaj', 'Alessandro Bertolino', 'Stefan Borgwardt', 'Jason Bruggemann', 'Juan Bustillo', 'Oleg Bykhovski', 'Vince D. Calhoun', 'Vaughan J. Carr', 'Stanley V. Catts', 'Young‐Chul Chung', 'Benedicto Crespo‐Facorro', 'Covadonga M. Díaz‐Caneja', 'Gary Donohoe', 'Stefan S. du Plessis', 'Jesse T. Edmond', 'Stefan Ehrlich', 'Robin Emsley', 'Lisa T. Eyler', 'Paola Fuentes‐Claramonte', 'Foivos Georgiadis', 'Melissa J. Green', 'Amalia Guerrero‐Pedraza', 'Minji Ha', 'Tim Hahn', 'Frans Henskens', 'Laurena Holleran', 'Stephanie Homan', 'Philipp Homan', 'Neda Jahanshad', 'Joost Janssen', 'Ellen Ji', 'Stefan Kaiser', 'В. Г. Каледа', 'Minah Kim', 'Woo‐Sung Kim', 'Matthias Kirschner', 'Peter Kochunov', 'Yoo Bin Kwak', 'Jun Soo Kwon', 'И. С. Лебедева', 'Jingyu Liu', 'Patricia Mitchie', 'Stijn Michielse', 'David Mothersill', 'Bryan Mowry', 'Víctor Ortiz‐García de la Foz', 'Christos Pantelis', 'Giulio Pergola', 'Fabrizio Piras', 'Edith Pomarol‐Clotet', 'Adrian Preda', 'Yann Quidé', 'Paul E. Rasser', 'Kelly Rootes-Murdy', 'Raymond Salvador', 'Marina Sangiuliano', 'Salvador Sarró', 'Ulrich Schall', 'André Schmidt', 'Rodney J. Scott', 'Pierluigi Selvaggi', 'Kang Sim', 'Antonín Škoch', 'Gianfranco Spalletta', 'Filip Španiel', 'Sophia I. Thomopoulos', 'David Tomeček', 'A. S. Tomyshev', 'Diana Tordesillas‐Gutiérrez', 'Thérèse van Amelsvoort', 'Javier Vázquez-Bourgón', 'Daniela Vecchio', 'Aristotle N. Voineskos', 'Cynthia Shannon Weickert', 'Thomas W. Weickert', 'Paul M. Thompson', 'Lianne Schmaal', 'Theo G.M. van Erp', 'Jessica A. Turner', 'James H. Cole', 'Rosa Ayesa‐Arriola', 'Stefan S. du Plessis', 'Yoo Bin Kwak', 'Víctor Ortiz‐García de la Foz', 'Thérèse van Amelsvoort', 'Theo G.M. van Erp', 'Danai Dima', 'Esther Walton']",https://doi.org/10.1038/s41380-022-01897-w,Molecular Psychiatry,OpenAlex,2022,False
Transferability between soil organic matter measurement methods for database harmonization,"['Е. В. Шамрикова', 'Б. М. Кондратенок', 'E.A. Tumanova', 'Е. В. Ванчикова', 'Е. М. Лаптева', 'T.V. Zonova', 'E.I. Lu-Lyan-Min', 'A.P. Davydova', 'Zamir Libohova', 'Nopmanee Suvannang']",https://doi.org/10.1016/j.geoderma.2021.115547,Geoderma,OpenAlex,2022,False
Biological Earth observation with animal sensors,"['Walter Jetz', 'Grigori Tertitski', 'Roland Kays', 'U. Mueller', 'Martin Wikelski', 'Susanne Åkesson', 'Yury Anisimov', 'Aleksey Antonov', 'Walter Arnold', 'Franz Bairlein', 'Oriol Baltà', 'Diane Baum', 'Mario Beck', 'Olga Belonovich', 'Mikhail Belyaev', 'Matthias Berger', 'Peter Berthold', 'Steffen Bittner', 'Stephen Blake', 'Barbara A. Block', 'Daniel A. F. Bloche', 'Katrin Boehning‐Gaese', 'Gil Bohrer', 'Julia Bojarinova', 'G. Bommas', 'O. V. Bourski', 'Albert Bragin', 'Alexandr Bragin', 'Rachel Bristol', 'Vojtěch Brlík', 'Victor N. Bulyuk', 'Francesca Cagnacci', 'Ben Carlson', 'Taylor K. Chapple', 'Kalkidan F. Chefira', 'Yachang Cheng', 'Nikita Chernetsov', 'Grzegorz Cierlik', 'Simon S. Christiansen', 'Oriol Clarabuch', 'William D. Cochran', 'Jamie M. Cornelius', 'Iain D. Couzin', 'Margret C. Crofoot', 'Sebastián Cruz', 'Alexander A. Davydov', 'Sarah C. Davidson', 'Stefan Dech', 'Dina K. N. Dechmann', 'E. Yu. Demidova', 'Jan Dettmann', 'Sven Dittmar', 'Dmitry Dorofeev', 'Detlev Drenckhahn', 'V. M. Dubyanskiy', 'Н. В. Егоров', 'Sophie Ehnbom', 'Diego Ellis‐Soto', 'R. Ewald', 'C. J. Feare', 'Igor Fefelov', 'Péter Fehérvári', 'Wolfgang Fiedler', 'Andrea Flack', 'Magnus Froböse', 'Ivan Fufachev', 'Pavel A. Futoran', 'Vyachaslav Gabyshev', 'Anna Gagliardo', 'Stefan Garthe', 'Sergey I. Gashkov', 'Luke Gibson', 'Wolfgang Goymann', 'Gerd Gruppe', 'Chris Guglielmo', 'Phil Hartl', 'Anders Hedenström', 'Arne Hegemann', 'Georg Heine', 'Mäggi Hieber Ruiz', 'Heribert Hofer', 'Felix Huber', 'Edward Hurme', 'Fabiola Iannarilli', 'Marc Illa', 'Arkadiy Isaev', 'Bent K. Jakobsen', 'Lukas Jenni', 'Susi Jenni-Eiermann', 'Brett R. Jesmer', 'Frédéric Jiguet', 'Tatiana Karimova', 'N. Jeremy Kasdin', 'Fedor Kazansky', 'Ruslan Kirillin', 'Thomas Klinner', 'Andreas Knopp', 'Andrea Kölzsch', 'Alexander Kondratyev', 'Marco Krondorf']",https://doi.org/10.1016/j.tree.2021.11.011,Trends in Ecology & Evolution,OpenAlex,2022,False
"Measuring Comprehensive, General Health Literacy in the General Adult Population: The Development and Validation of the HLS19-Q12 Instrument in Seventeen Countries","['Jürgen M. Pelikan', 'Thomas Link', 'Christa Straßmayr', 'Karin Waldherr', 'Tobias Alfers', 'Henrik Bøggild', 'Robert Griebler', 'M. V. Lopatina', 'Dominika Mikšová', 'Marie Germund Nielsen', 'Sandra Peer', 'Mitja Vrdelja']",https://doi.org/10.3390/ijerph192114129,International Journal of Environmental Research and Public Health,OpenAlex,2022,False
Return and volatility spillovers between energy and BRIC markets: Evidence from quantile connectedness,"['Mabruk Billah', 'Sitara Karim', 'Muhammad Abubakr Naeem', 'Samuel A. Vigne']",https://doi.org/10.1016/j.ribaf.2022.101680,Research in International Business and Finance,OpenAlex,2022,False
Cyber Threats Detection in Smart Environments Using SDN-Enabled DNN-LSTM Hybrid Framework,"['Mohammad Al Razib', 'Danish Javeed', 'Muhammad Taimoor Khan', 'Reem Alkanhel', 'Mohammed Saleh Ali Muthanna']",https://doi.org/10.1109/access.2022.3172304,IEEE Access,OpenAlex,2022,False
Upper cortical layer–driven network impairment in schizophrenia,"['Mykhailo Y. Batiuk', 'Teadora Tyler', 'Katarina Dragičević', 'Shenglin Mei', 'Rasmus Rydbirk', 'Viktor Petukhov', 'Ruslan Deviatiiarov', 'Dora Sedmak', 'Erzsébet Frank', 'Virginia Feher', 'Nikola Habek', 'Qiwen Hu', 'Anna A. Igolkina', 'Lilla Roszik', 'Ulrich Pfisterer', 'Diego García‐González', 'Zdravko Petanjek', 'István Adorján', 'Peter V. Kharchenko', 'Konstantin Khodosevich']",https://doi.org/10.1126/sciadv.abn8367,Science Advances,OpenAlex,2022,False
Primary and Secondary Negative Symptoms in Schizophrenia,"['Sergey Mosolov', 'Polina A. Yaltonskaya']",https://doi.org/10.3389/fpsyt.2021.766692,Frontiers in Psychiatry,OpenAlex,2022,False
Optical Properties of Few-Layer Ti<sub>3</sub>CN MXene: From Experimental Observations to Theoretical Calculations,"['Lingfeng Gao', 'Hualong Chen', 'Artem V. Kuklin', 'S. Wageh', 'Ahmed A. Al‐Ghamdi', 'Hans Ågren', 'Han Zhang']",https://doi.org/10.1021/acsnano.1c10577,ACS Nano,OpenAlex,2022,False
Sucrose Preference Test as a Measure of Anhedonic Behavior in a Chronic Unpredictable Mild Stress Model of Depression: Outstanding Issues,['Dmitrii D. Markov'],https://doi.org/10.3390/brainsci12101287,Brain Sciences,OpenAlex,2022,False
Network Intrusion Detection Based on Feature Selection and Hybrid Metaheuristic Optimization,"['Reem Alkanhel', 'El‐Sayed M. El‐kenawy', 'Abdelaziz A. Abdelhamid', 'Abdelhameed Ibrahim\u202c\u202c\u202c\u202c\u202c\u202c\u202c\u202c\u202c\u202c\u202c\u202c\u202c\u202c\u202c\u202c\u202c\u202c\u202c\u202c\u202c\u202c\u202c\u202c\u202c\u202c\u202c\u202c', 'Manal Abdullah Alohali', 'Mostafa Abotaleb', 'Doaa Sami Khafaga']",https://doi.org/10.32604/cmc.2023.033273,"Computers, materials & continua/Computers, materials & continua (Print)",OpenAlex,2022,False
Exploring data-driven innovation: What’s missing in the relationship between big data analytics capabilities and supply chain innovation?,"['Sabeen Hussain Bhatti', 'Wan Mohd Hirwani Wan Hussain', 'Jabran Khan', 'Shahbaz Sultan', 'Alberto Ferraris']",https://doi.org/10.1007/s10479-022-04772-7,Annals of Operations Research,OpenAlex,2022,False
Distance Learning in Higher Education During Covid-19,"['Alfiya R. Masalimova', 'Maria A. Khvatova', 'Л. С. Чикилева', 'Elena Petrovna Zvyagintseva', 'Valentina V. Stepanova', 'Mariya V. Melnik']",https://doi.org/10.3389/feduc.2022.822958,Frontiers in Education,OpenAlex,2022,False
"Biodiversity, climate change, and adaptation in the Mediterranean","['Didier Aurelle', 'Séverine Thomas', 'Cécile H. Albert', 'Marc Bally', 'Alberte Bondeau', 'Charles‐François Boudouresque', 'Abigail Cahill', 'François Carlotti', 'Anne Chenuil', 'Wolfgang Crämer', 'Hendrik Davi', 'Aurélien De Jode', 'Alexander Ereskovsky', 'Anne‐Marie Farnet', 'Catherine Fernandez', 'Thierry Gauquelin', 'Pascal Mirleau', 'Anne‐Christine Monnet', 'Bernard Prévosto', 'Vincent Rossi', 'Stéphane Sartoretto', 'France Van Wambeke', 'Bruno Fady']",https://doi.org/10.1002/ecs2.3915,Ecosphere,OpenAlex,2022,False
Employing a genetic algorithm and grey wolf optimizer for optimizing RF models to evaluate soil liquefaction potential,"['Jian Zhou', 'Shuai Huang', 'Tao Zhou', 'Danial Jahed Armaghani', 'Yingui Qiu']",https://doi.org/10.1007/s10462-022-10140-5,Artificial Intelligence Review,OpenAlex,2022,False
"Trends, Breaks, and Biases in the Frequency of Reported Glacier Lake Outburst Floods","['Georg Veh', 'Natalie Lützow', 'Varvara Kharlamova', 'Dmitry Petrakov', 'Romain Hugonnet', 'Oliver Korup']",https://doi.org/10.1029/2021ef002426,Earth s Future,OpenAlex,2022,False
Enabling smart agriculture by implementing artificial intelligence and embedded sensing,"['Ashutosh Sharma', 'Mikhail Georgi', 'Maxim D. Tregubenko', 'Alexey Tselykh', 'Alexander Tselykh']",https://doi.org/10.1016/j.cie.2022.107936,Computers & Industrial Engineering,OpenAlex,2022,False
Neurobiological Highlights of Cognitive Impairment in Psychiatric Disorders,"['Аnna Morozova', 'Yana Zorkina', 'Olga Abramova', 'Olga Pavlova', 'Pavlov Ka', 'Kristina Soloveva', 'М. И. Волкова', 'Polina A. Alekseeva', 'Alisa Andryshchenko', 'G. P. Kostyuk', 'О. И. Гурина', 'В. П. Чехонин']",https://doi.org/10.3390/ijms23031217,International Journal of Molecular Sciences,OpenAlex,2022,False
Slope Stability Classification under Seismic Conditions Using Several Tree-Based Intelligent Techniques,"['Panagiotis G. Asteris', 'Fariz Iskandar Mohd Rizal', 'Mohammadreza Koopialipoor', 'Panayiotis C. Roussis', 'Maria Ferentinou', 'Danial Jahed Armaghani', 'Behrouz Gordan']",https://doi.org/10.3390/app12031753,Applied Sciences,OpenAlex,2022,False
The roles of social–emotional skills in students’ academic and life success: A multi-informant and multicohort perspective.,"['Jiesi Guo', 'Xin Tang', 'Herbert W. Marsh', 'Philip D. Parker', 'Geetanjali Basarkod', 'Baljinder K. Sahdra', 'Mette Ranta', 'Katariina Salmela‐Aro']",https://doi.org/10.1037/pspp0000426,Journal of Personality and Social Psychology,OpenAlex,2022,False
FDI spillover effects on innovation activities of knowledge using and knowledge creating firms: Evidence from an emerging economy,"['Nina Vujanović', 'Slavo Radošević', 'Nebojša Stojčić', 'Mehtap Hisarcıklılar', 'Iraj Hashi']",https://doi.org/10.1016/j.technovation.2022.102512,Technovation,OpenAlex,2022,False
Polygenic adaptation after a sudden change in environment,"['Laura K. Hayward', 'Guy Sella']",https://doi.org/10.7554/elife.66697,eLife,OpenAlex,2022,False
Generalized Few-shot Semantic Segmentation,"['Zhuotao Tian', 'Xin Lai', 'Li Jiang', 'Shu Liu', 'Michelle Shu', 'Hengshuang Zhao', 'Jiaya Jia']",https://doi.org/10.1109/cvpr52688.2022.01127,CVPR,OpenAlex,2022,True
Machine Learning Prediction Models to Evaluate the Strength of Recycled Aggregate Concrete,"['Xiongzhou Yuan', 'Yuze Tian', 'Waqas Ahmad', 'Ayaz Ahmad', 'Kseniia Iurevna Usanova', 'Abdeliazim Mustafa Mohamed', 'Rana Khallaf']",https://doi.org/10.3390/ma15082823,Materials,OpenAlex,2022,False
An Inclusive Leadership Framework to Foster Employee Creativity in the Healthcare Sector: The Role of Psychological Safety and Polychronicity,"['Qinghua Fu', 'Jacob Cherian', 'Naveed Ahmad', 'Miklas Scholz', 'Sarminah Samad', 'Ubaldo Comite']",https://doi.org/10.3390/ijerph19084519,International Journal of Environmental Research and Public Health,OpenAlex,2022,False
Text reading in English as a second language: Evidence from the Multilingual Eye-Movements Corpus,"['Victor Kuperman', 'Noam Siegelman', 'Sascha Schroeder', 'Cengiz Acartürk', 'Svetlana Alexeeva', 'Simona Amenta', 'Raymond Bertram', 'Rolando Bonandrini', 'Marc Brysbaert', 'Daria Chernova', 'Sara Maria Da Fonseca', 'Nicolas Dirix', 'Wouter Duyck', 'Argyro Fella', 'Ram Frost', 'Carolina Gattei', 'Areti Kalaitzi', 'Kaidi Lõo', 'Marco Marelli', 'Kelly Nisbet', 'Timothy C. Papadopoulos', 'Athanassios Protopapas', 'Satu Savo', 'Diego E. Shalóm', 'Natalia Slioussar', 'Roni Stein', 'Longjiao Sui', 'Analí Taboh', 'Veronica Tønnesen', 'Kerem Alp Usal']",https://doi.org/10.1017/s0272263121000954,Studies in Second Language Acquisition,OpenAlex,2022,False
Generative and reinforcement learning approaches for the automated de novo design of bioactive compounds,"['Maria Korshunova', 'Niles Huang', 'Stephen J. Capuzzi', 'Dmytro S. Radchenko', 'Olena Savych', 'Yuriy S. Moroz', 'Carrow I. Wells', 'Timothy M. Willson', 'Alexander Tropsha', 'Olexandr Isayev']",https://doi.org/10.1038/s42004-022-00733-0,Communications Chemistry,OpenAlex,2022,False
Asymmetric effects of geopolitical risk on major currencies: Russia-Ukraine tensions,"['Ahmed Bossman', 'Mariya Gubareva', 'Тамара Теплова']",https://doi.org/10.1016/j.frl.2022.103440,Finance research letters,OpenAlex,2022,False
Security intrusion detection using quantum machine learning techniques,"['Maxim Kalinin', 'Vasiliy Krundyshev']",https://doi.org/10.1007/s11416-022-00435-0,Journal of Computer Virology and Hacking Techniques,OpenAlex,2022,False
Small fish in big ponds: Connections of green finance assets to commodity and sectoral stock markets,"['Muhammad Abubakr Naeem', 'Sitara Karim', 'Gazi Salah Uddin', 'Juha-Pekka Junttila']",https://doi.org/10.1016/j.irfa.2022.102283,International Review of Financial Analysis,OpenAlex,2022,False
The benefits of contributing to the citizen science platform iNaturalist as an identifier,"['Corey T. Callaghan', 'Thomas Mesaglio', 'John S. Ascher', 'Thomas M. Brooks', 'Analyn Cabras', 'Mark A. Chandler', 'William K. Cornwell', 'Cristóbal Ríos-Málaver', 'Even Dankowicz', 'Naufal Urfi Dhiya’ulhaq', 'Richard A. Fuller', 'C. Galindo-Leal', 'Florencia Grattarola', 'Susan Hewitt', 'Lila Higgins', 'Colleen Hitchcock', 'Keng‐Lou James Hung', 'Tony Iwane', 'Paula Kahumbu', 'Roger C. Kendrick', 'Samuel R. Kieschnick', 'Gernot Kunz', 'Chien C. Lee', 'Cheng-Tao Lin', 'Scott R. Loarie', 'Milton Norman Medina', 'M.A. McGrouther', 'Lera Miles', 'Shaunak Modi', 'Katarzyna Nowak', 'Rahayu Oktaviani', 'Brian M. Waswala-Olewe', 'James Pagé', 'Silviu O. Petrovan', 'cassi saari', 'Carrie Seltzer', 'Alexey P. Seregin', 'Jon J. Sullivan', 'Amila P. Sumanapala', 'Aristide Takoukam', 'Jane Widness', 'Keith R. Willmott', 'Wolfgang Wüster', 'Alison N. Young']",https://doi.org/10.1371/journal.pbio.3001843,PLoS Biology,OpenAlex,2022,False
"A Stacking Ensemble Learning Model for Monthly Rainfall Prediction in the Taihu Basin, China","['Jiayue Gu', 'Shuguang Liu', 'Zhengzheng Zhou', 'Sergey Chalov', 'Qi Zhuang']",https://doi.org/10.3390/w14030492,Water,OpenAlex,2022,False
Conceptualizing the Role of Target-Specific Environmental Transformational Leadership between Corporate Social Responsibility and Pro-Environmental Behaviors of Hospital Employees,"['Yuwei Deng', 'Jacob Cherian', 'Naveed Ahmad', 'Miklas Scholz', 'Sarminah Samad']",https://doi.org/10.3390/ijerph19063565,International Journal of Environmental Research and Public Health,OpenAlex,2022,False
Deep learning versus gradient boosting machine for pan evaporation prediction,"['Anurag Malik', 'Mandeep Kaur Saggi', 'Sufia Rehman', 'Haroon Sajjad', 'Samed İnyurt', 'Amandeep Singh Bhatia', 'Aitazaz A. Farooque', 'Atheer Y. Oudah', 'Zaher Mundher Yaseen\u202c\u202c\u202c\u202c\u202c\u202c\u202c\u202c\u202c\u202c\u202c\u202c\u202c\u202c\u202c\u202c']",https://doi.org/10.1080/19942060.2022.2027273,Engineering Applications of Computational Fluid Mechanics,OpenAlex,2022,False
Sex and age differences in “theory of mind” across 57 countries using the English version of the “Reading the Mind in the Eyes” Test,"['David M. Greenberg', 'Varun Warrier', 'Ahmad Abu‐Akel', 'Carrie Allison', 'Krzysztof Z. Gajos', 'Katharina Reinecke', 'Peter J. Rentfrow', 'Marcin A. Radecki', 'Simon Baron‐Cohen']",https://doi.org/10.1073/pnas.2022385119,Proceedings of the National Academy of Sciences,OpenAlex,2022,False
Data-Driven Compressive Strength Prediction of Fly Ash Concrete Using Ensemble Learner Algorithms,"['Mohammad Sadegh Barkhordari', 'Danial Jahed Armaghani', 'Ahmed Salih Mohammed', 'Dmitrii Vladimirovich Ulrikh']",https://doi.org/10.3390/buildings12020132,Buildings,OpenAlex,2022,False
Artificial Neural Network with a Cross-Validation Technique to Predict the Material Design of Eco-Friendly Engineered Geopolymer Composites,"['K. K. Yaswanth', 'J. Revathy', 'P. Gajalakshmi', 'Veerappan Sathish Kumar', 'G. Murali', 'Saurav Dixit', 'Nikolai Vatin']",https://doi.org/10.3390/ma15103443,Materials,OpenAlex,2022,False
Brain tumor image generation using an aggregation of GAN models with style transfer,"['Debadyuti Mukherkjee', 'Pritam Saha', 'Dmitrii Kaplun', 'Aleksandr Sinitca', 'Ram Sarkar']",https://doi.org/10.1038/s41598-022-12646-y,Scientific Reports,OpenAlex,2022,False
Relaxation of electronic excitation in nitrogen/oxygen and fuel/air mixtures: fast gas heating in plasma-assisted ignition and flame stabilization,"['Н. А. Попов', 'Svetlana Starikovskaia']",https://doi.org/10.1016/j.pecs.2021.100928,Progress in Energy and Combustion Science,OpenAlex,2022,False
Behavioural and physiological plasticity in social hierarchies,"['Tyler M. Milewski', 'W. Lee', 'Frances A. Champagne', 'James P. Curley']",https://doi.org/10.1098/rstb.2020.0443,Philosophical Transactions of the Royal Society B Biological Sciences,OpenAlex,2022,False
EASY‐APP: An artificial intelligence model and application for early and easy prediction of severity in acute pancreatitis,"['Balázs Kui', 'József Pintér', 'Roland Molontay', 'Marcell Nagy', 'Nelli Farkas', 'Noémi Gede', 'Áron Vincze', 'Judit Bajor', 'Szilárd Gódi', 'József Czimmer', 'Imre Szabó', 'Anita Illés', 'Patrícia Sarlós', 'Roland Hágendorn', 'Gabriella Pár', 'Mária Papp', 'Zsuzsanna Vitális', 'György Kovács', 'Eszter Fehér', 'Ildikó Földi', 'Ferenc Izbéki', 'László Gajdán', 'R Fejes', 'Balázs Csaba Németh', 'Imola Török', 'Hunor Farkas', 'Artautas Mickevičius', 'Ville Sallinen', 'Shamil Galeev', 'Elena Ramírez‐Maldonado', 'Andrea Párniczky', 'Bálint Erőss', 'Péter Jenő Hegyi', 'Péter Hegyi', 'Katalin Márta', 'Szilárd Váncsa', 'Robert Sutton', 'Peter Szatmary', 'Diane Latawiec', 'Christopher Halloran', 'Enrique de‐Madaria', 'Elizabeth Pando', 'Piero Alberti', 'María José Gómez-Jurado', 'Alina Tanțău', 'Andrea Szentesi', 'Péter Hegyi', 'Péter Hegyi', 'the Hungarian Pancreatic Study Group']",https://doi.org/10.1002/ctm2.842,Clinical and Translational Medicine,OpenAlex,2022,False
The essential menopause curriculum for healthcare professionals: A European Menopause and Andropause Society (EMAS) position statement,"['Margaret Rees', 'Kathy Abernethy', 'Gloria Bachmann', 'Silvia Bretz', 'Iuliana Ceauşu', 'Fatih Durmuşoğlu', 'Risto Erkkola', 'Ivan Fistonić', 'Marco Gambacciani', 'Marije Geukes', 'Dimitrios G. Goulis', 'Amanda Griffiths', 'Haitham Hamoda', 'Claire Hardy', 'Caiomhe Hartley', 'Angelica Lindén Hirschberg', 'Angela Kydd', 'Skye Marshall', 'Błażej Męczekalski', 'Nicolás Mendoza', 'Alfred O. Mueck', 'Emma Persand', 'Kathleen Riach', 'A. A. Smetnik', 'Petra Stute', 'Mick van Trotsenburg', 'Nesé Yuksel', 'Rachel Weiss', 'Ιrene Lambrinoudaki']",https://doi.org/10.1016/j.maturitas.2021.12.001,Maturitas,OpenAlex,2022,False
Permeability prediction of heterogeneous carbonate gas condensate reservoirs applying group method of data handling,"['Masoud Zanganeh Kamali', 'Shadfar Davoodi', 'Hamzeh Ghorbani', 'David A. Wood', 'Nima Mohamadian', 'Sahar Lajmorak', 'Valeriy S. Rukavishnikov', 'Farzaneh Taherizade', 'Shahab S. Band']",https://doi.org/10.1016/j.marpetgeo.2022.105597,Marine and Petroleum Geology,OpenAlex,2022,False
Conversion of biomass-derived feedstocks into value-added chemicals over single-atom catalysts,"['Sudipta De', 'Anand S. Burange', 'Rafael Luque']",https://doi.org/10.1039/d1gc04285h,Green Chemistry,OpenAlex,2022,False
Goals and Gaps: Educational Careers of Immigrant Children,"['Michela Carlana', 'Eliana La Ferrara', 'Paolo Pinotti']",https://doi.org/10.3982/ecta17458,Econometrica,OpenAlex,2022,False
Intelligent rockburst prediction model with sample category balance using feedforward neural network and Bayesian optimization,"['Diyuan Li', 'Zida Liu', 'Peng Xiao', 'Jian Zhou', 'Danial Jahed Armaghani']",https://doi.org/10.1016/j.undsp.2021.12.009,Underground Space,OpenAlex,2022,False
"Concrete Strength Prediction Using Machine Learning Methods CatBoost, k-Nearest Neighbors, Support Vector Regression","['Alexey N. Beskopylny', 'Sergey A. Stel’makh', 'Evgenii M. Shcherban’', 'Levon R. Mailyan', 'Besarion Meskhi', 'Irina Razveeva', 'Andrei Chernil’nik', 'Nikita Beskopylny']",https://doi.org/10.3390/app122110864,Applied Sciences,OpenAlex,2022,False
<scp>ISPAD</scp> Clinical Practice Consensus Guidelines 2022: Diabetes technologies: Glucose monitoring,"['Martin Tauschmann', 'Gregory P. Forlenza', 'Korey K. Hood', 'Roque Cardona‐Hernandez', 'Elisa Giani', 'Christel Hendrieckx', 'Daniel J. DeSalvo', 'Lori M. Laffel', 'Banshi Saboo', 'Benjamin J. Wheeler', 'Dmitry N. Latpev', 'Iroro Yarhere', 'Linda A. DiMeglio']",https://doi.org/10.1111/pedi.13451,Pediatric Diabetes,OpenAlex,2022,False
Structural Damage Identification Using Ensemble Deep Convolutional Neural Network Models,"['Mohammad Sadegh Barkhordari', 'Danial Jahed Armaghani', 'Panagiotis G. Asteris']",https://doi.org/10.32604/cmes.2022.020840,Computer Modeling in Engineering & Sciences,OpenAlex,2022,False
